Price,Location,Beds,Baths,Size,Units,Phone,Image_URL,Home_URL
"$1,390+/mo","Normandy Apartments | 5520 Fifth Ave, Pittsburgh, PA 15232",2 beds,1 bath,710-723,Dishwasher,(878) 213-4352,https://ssl.cdn-redfin.com/photo/rent/6418b409-b8a0-44cd-8326-f5c0537c542e/islphoto/genIsl.0_6.jpg,https://www.redfin.com/PA/Pittsburgh/Normandy-Apartments/apartment/189832330
"$2,600/mo","3333 Parkview Ave, Pittsburgh, PA 15213",4 beds,2 baths,"1,700",Very walkable,(412) 915-0856,https://ssl.cdn-redfin.com/photo/rent/19ba6424-3d59-4f9c-86ab-b065b508f810/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3333-Parkview-Ave-15213/home/74577922
"$1,695/mo","5635 Hobart St, Pittsburgh, PA 15217",2 beds,1 bath,750,N/A,(412) 752-6023,https://ssl.cdn-redfin.com/photo/rent/fd777c1b-1522-43b2-b2d1-4f850bb5a02f/islphoto/genIsl.0_9.jpg,https://www.redfin.com/PA/Pittsburgh/5635-Hobart-St-15217/apartment/189827678
$920/mo,"(Larose) Southcrest Heights Apartments | 631 Southcrest Dr Unit 1, Pittsburgh, PA 15226",1 bed,1 bath,660,Dishwasher,(412) 899-1626,https://ssl.cdn-redfin.com/photo/rent/698fc63b-0445-4ac4-a8ee-7dd8ec4eadaa/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Larose-Southcrest-Heights-Apartments/apartment/179829590
"$1,850+/mo","JKMO Realty | 1823 Penn Ave, Pittsburgh, PA 15221",2-3 beds,1-2 bath,"720-1,100",Dishwasher,(412) 806-1576,https://ssl.cdn-redfin.com/photo/rent/9a6a8266-d8a5-4b98-8cd5-28994fad871d/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/JKMO-Realty/apartment/186567700
"$1,457+/mo","The Yards At 3 Crossings | 2634 Railroad St, Pittsburgh, PA 15222",0-2 beds,1-2 bath,—,Pets welcome,(412) 926-5757,https://ssl.cdn-redfin.com/photo/rent/367e51ab-b5f6-49d9-9025-8e784c9acebc/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/The-Yards-At-3-Crossings/apartment/177361000
"$1,250+/mo","Smallman Flats | 2916 Smallman St, Pittsburgh, PA 15201",0-1 beds,1 bath,380-700,Dishwasher,(878) 978-5953,https://ssl.cdn-redfin.com/photo/rent/ca93c9fd-9d87-4d75-aaf7-57480745a28d/islphoto/genIsl.0_5.jpg,https://www.redfin.com/PA/Pittsburgh/Smallman-Flats/apartment/177391345
"$1,425+/mo","The Venue Apartments! | 625 Stanwix St, Pittsburgh, PA 15222",1-2 bed,1 bath,580-975,Pets welcome,(412) 806-1631,https://ssl.cdn-redfin.com/photo/rent/e754384b-1ddd-4c4e-9d9b-02d694bf3142/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/625-Stanwix-St-15222/home/141273863
"$1,195/mo","Hobart & Wightman Apartments | 2041 Wightman St, Pittsburgh, PA 15217",1 bed,1 bath,701,Very walkable,(412) 319-0494,https://ssl.cdn-redfin.com/photo/rent/5bd37f2c-bcb7-458f-a9cc-c23f752a9fbc/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/2041-Wightman-St-15217/home/74754424
"$1,950/mo","3303 Juliet St Unit 3, Pittsburgh, PA 15213",3 beds,1 bath,—,N/A,(412) 915-0856,https://ssl.cdn-redfin.com/photo/rent/e537aef1-f9ad-4e2d-a127-208964762a2a/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3303-Juliet-St-15213/unit-3/apartment/193000712
$825/mo,"1144 Tennessee Ave, Pittsburgh, PA 15216",1 bed,1 bath,375,Dishwasher,(724) 260-1518,https://ssl.cdn-redfin.com/photo/rent/2280732a-ba09-4ed4-9d1f-8ebe36b31596/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1144-Tennessee-Ave-15216/apartment/74768814
"$1,125/mo","42 Wyoming St, Pittsburgh, PA 15211",1 bed,1 bath,705,Pets welcome,(878) 978-0097,https://ssl.cdn-redfin.com/photo/rent/99c10aa6-b825-48ac-8132-ad03e7942ca7/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/42-Wyoming-St-15211/apartment/192518771
"$2,200/mo","5th Avenue School Lofts | 1800 5th Ave, Pittsburgh, PA 15219",2 beds,2.5 baths,"1,816",Pets welcome,(412) 806-1552,https://ssl.cdn-redfin.com/photo/rent/af1bbd99-9bef-4f68-92a5-48fdb9b32a31/islphoto/genIsl.0_12.jpg,https://www.redfin.com/PA/Pittsburgh/1800-5th-Ave-15219/home/74775091
"$4,800/mo","350 Meyran Ave Unit 2, Pittsburgh, PA 15213",6 beds,2 baths,—,N/A,(724) 809-9115,https://ssl.cdn-redfin.com/photo/rent/eef17e77-2592-4771-90b4-3b72a1652255/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/350-Meyran-Ave-15213/unit-2/apartment/193000659
"$2,800/mo","405 Plaza Dr, Pittsburgh, PA 15236",3 beds,2.5 baths,"2,100",Pets welcome,(855) 701-0398,https://ssl.cdn-redfin.com/photo/rent/7ad9f195-9b14-4765-b68e-4088b1113c3b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/405-Plaza-Dr-15236/home/174715703
"$1,895/mo","132 High Oak Pl, Pittsburgh, PA 15220",3 beds,2 baths,"1,224",Pets welcome,(877) 659-0198,N/A,https://www.redfin.com/PA/Pittsburgh/132-High-Oak-Pl-15220/home/74604825
"$1,495/mo","529 Lucia Dr, Pittsburgh, PA 15221",4 beds,1.5 baths,"1,202",Pets welcome,(888) 527-1897,N/A,https://www.redfin.com/PA/Pittsburgh/529-Lucia-Dr-15221/home/74606122
"$1,000/mo","3091 Allendale St Unit C, Pittsburgh, PA 15204",2 beds,1 bath,—,Pets welcome,(412) 729-3000,https://ssl.cdn-redfin.com/photo/rent/d8bc0670-4533-4d39-959e-eb8ef9b358c5/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3091-Allendale-St-15204/unit-C/home/193000604
"$2,800/mo","507 Plaza Dr, Pittsburgh, PA 15236",3 beds,2.5 baths,"2,100",Pets welcome,(412) 334-0536,https://ssl.cdn-redfin.com/photo/rent/140b1ce9-c98e-4787-b4b1-bcef8a416b58/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/507-Plaza-Dr-15236/home/174715717
"$2,650/mo","Plaza Dr, Pittsburgh, PA 15236",3 beds,2.5 baths,"1,800",Pets welcome,(412) 334-0536,https://ssl.cdn-redfin.com/photo/rent/a0d97f35-dd6e-4f39-ac6d-a1808141d403/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Plaza-Dr-15236/home/163781508
"$2,750/mo","708 Plaza Dr, Pittsburgh, PA 15236",3 beds,2.5 baths,"1,800",Pets welcome,(412) 334-0536,https://ssl.cdn-redfin.com/photo/rent/ecb27161-bedc-4556-9d3a-dfdcd4cdcca7/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/708-Plaza-Dr-15236/home/174715728
"$1,695/mo","5106 Butler St, Pittsburgh, PA 15201",1 bed,1 bath,"1,000",Very walkable,(412) 532-7952,https://ssl.cdn-redfin.com/photo/rent/1454758c-0cd2-4599-a609-b16aff096cce/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5106-Butler-St-15201/home/74735188
$850/mo,"246 W Steuben St Unit 2, Pittsburgh, PA 15205",1 bed,1 bath,900,N/A,(866) 346-3597,https://ssl.cdn-redfin.com/photo/rent/68144ac9-198d-490b-9d86-3b46108a75d8/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/246-W-Steuben-St-15205/unit-2/apartment/182953440
"$1,750/mo","536 Burton Dr, Pittsburgh, PA 15235",3 beds,2 baths,"1,218",Pets welcome,(877) 408-8372,https://ssl.cdn-redfin.com/photo/rent/368e2d32-caab-437b-b251-42662ff411f6/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/536-Burton-Dr-15235/home/74637191
"$1,040+/mo","Bryn Mawr | 100 Bryn Mawr Ct W, Pittsburgh, PA 15221",1-2 bed,1-2 bath,—,Cats welcome,(412) 200-1432,https://ssl.cdn-redfin.com/photo/rent/3270c668-c29e-4c31-82de-71e3008fbf03/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/Bryn-Mawr/apartment/73501097
"$2,800/mo","3329 Ward St Unit 1, Pittsburgh, PA 15213",4 beds,2 baths,—,N/A,(412) 915-0856,https://ssl.cdn-redfin.com/photo/rent/426fb7f2-f56c-44fb-a6e8-d0a6ae639397/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3329-Ward-St-15213/unit-1/apartment/193000591
"$1,144+/mo","Bedford Hill Apartments | 2524 Bedford, Pittsburgh, PA 15219",2-3 beds,1 bath,"809-1,377",Pets welcome,(412) 784-6668,https://ssl.cdn-redfin.com/photo/rent/067a1766-ac94-4091-a539-28e9de32007d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2524-Bedford-15219/home/147581864
"$1,499+/mo","Eighth & Penn | 711 Penn Ave, Pittsburgh, PA 15222",0-2 beds,1-2 bath,"421-1,224",Pets welcome,(412) 499-3334,https://ssl.cdn-redfin.com/photo/rent/63901e79-3692-40fa-9132-9bd0382f57de/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Eighth-Penn/apartment/102220844
"$1,189+/mo","Apartments at River View | 300 Liberty Ave, Pittsburgh, PA 15222",1-2 bed,1-2 bath,—,Laundry in unit,(412) 240-6391,https://ssl.cdn-redfin.com/photo/rent/208be9f2-4ef8-4d75-9ae9-82ef7153a29d/islphoto/genIsl.0_8.jpg,https://www.redfin.com/PA/Pittsburgh/Apartments-at-River-View/apartment/74533403
"$1,169/mo","1908 Monongahela Ave Unit 1, Pittsburgh, PA 15218",2 beds,1 bath,—,N/A,(724) 864-5916,https://ssl.cdn-redfin.com/photo/rent/69322b7b-7430-4854-9b14-896f8758d662/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1908-Monongahela-Ave-15218/unit-1/apartment/193000551
"$1,263+/mo","Chateau Perry Apartments | 951 Perry Hwy, Pittsburgh, PA 15237",1-3 bed,1-2 bath,"547-1,101",Cats welcome,(412) 366-5400,https://ssl.cdn-redfin.com/photo/rent/cc71bea0-9d3e-4281-a0ff-5f5d9ad5b8b7/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Chateau-Perry-Apartments/apartment/74627388
"$1,267+/mo","Pleasant Hills | 500 E Bruceton Rd, Pittsburgh, PA 15236",1-2 bed,1-2 bath,"749-1,065",Laundry facility,(412) 655-7900,https://ssl.cdn-redfin.com/photo/rent/1e3d6be4-9d6b-4dc2-9965-7262e6a614eb/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/500-E-Bruceton-Rd-15236/home/184099609
"$1,730+/mo","Gateway At Summerset | 1876 Parkview Blvd, Pittsburgh, PA 15217",1-2 bed,1-2 bath,"768-1,258",Pets welcome,(412) 422-1144,https://ssl.cdn-redfin.com/photo/rent/b748a959-5a62-498e-a345-8deb9bb465bd/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Gateway-At-Summerset/apartment/177413344
"$1,100/mo","1431 Potomac Ave, Pittsburgh, PA 15216",1 bed,1 bath,—,Walker's paradise,(412) 904-1083,https://ssl.cdn-redfin.com/photo/rent/1f57377b-8ee1-4169-ae9a-a4a29c05826d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1431-Potomac-Ave-15216/apartment/102200116
"$1,138/mo","May Building | 111 5th Ave, Pittsburgh, PA 15222",0-1 beds,1 bath,—,Laundry facility,(412) 471-4726,https://ssl.cdn-redfin.com/photo/rent/3f100e53-73d3-47d7-ba7f-2931dfa7c3a3/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/May-Building/apartment/73572012
$803+/mo,"Keystone Flats Student Housing | 319 3rd Ave, Pittsburgh, PA 15222",1-3 bed,1-2 bath,"505-1,026",Laundry in unit,(412) 510-7468,https://ssl.cdn-redfin.com/photo/rent/5473326d-1e47-4d8c-81d2-22bf58fe39ad/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Keystone-Flats-Student-Housing/apartment/174699662
"$1,582+/mo","Grandview Pointe | 1411 Grandview Ave, Pittsburgh, PA 15211",1-2 bed,1-2 bath,—,Pets welcome,(412) 481-1112,https://ssl.cdn-redfin.com/photo/rent/9b9e28f0-9a9b-4790-bc8c-722bc405e0c6/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Grandview-Pointe/apartment/74711487
"$1,395/mo","1809 Lowrie St, Pittsburgh, PA 15212",3 beds,2 baths,—,Very walkable,(412) 212-7114,https://ssl.cdn-redfin.com/photo/rent/689b58e6-6a6a-46a7-9fb4-6a3ca86d40de/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1809-Lowrie-St-15212/home/74651757
"$1,275+/mo","Mountvue Apartments | 5 Grandview Ave, Pittsburgh, PA 15211",0-2 beds,1-2 bath,"580-1,250",Pets welcome,(412) 488-6863,https://ssl.cdn-redfin.com/photo/rent/841cb837-ff31-40f5-994f-de0f886dcd99/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Mountvue-Apartments/apartment/74653918
"$1,900/mo","1917 Mary St, Pittsburgh, PA 15203",3 beds,2 baths,—,Laundry in unit,(412) 431-1718,https://ssl.cdn-redfin.com/photo/rent/7beb2e1c-58de-4286-8f13-603bd3390e1c/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1917-Mary-St-15203/home/74478820
$995/mo,"1913 Larkins Way, Pittsburgh, PA 15203",1 bed,1 bath,900,Walker's paradise,(412) 945-0301,https://ssl.cdn-redfin.com/photo/rent/db75f834-2637-47ba-8e01-50e2af82064a/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1913-Larkins-Way-15203/home/74478786
"$3,200/mo","340 Meyran Ave Unit 2, Pittsburgh, PA 15213",4 beds,2 baths,—,N/A,(412) 915-0856,https://ssl.cdn-redfin.com/photo/rent/157475b4-a148-429a-9780-a3221419589c/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/340-Meyran-Ave-15213/unit-2/apartment/193000422
"$1,525/mo","3180 McRoberts Rd, Pittsburgh, PA 15234",3 beds,1.5 baths,"1,351",Laundry in unit,(724) 733-7100,https://ssl.cdn-redfin.com/photo/rent/6ef84545-9e49-4ca2-8b14-23225721eb92/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3180-McRoberts-Rd-15234/home/73546269
"$1,425/mo","131 S 17th St, Pittsburgh, PA 15203",1 bed,1 bath,"2,192",Pets welcome,(724) 933-6300,https://ssl.cdn-redfin.com/photo/rent/47a3472a-2bde-4927-a28c-4a5e2351f115/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/131-S-17th-St-15203/home/74478628
"$2,826/mo","66 S 17th St, Pittsburgh, PA 15203",4 beds,2 baths,—,Dishwasher,(412) 904-1083,https://ssl.cdn-redfin.com/photo/rent/e6c5324f-e779-4683-baba-23c31f70495d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/66-S-17th-St-15203/home/74478208
"$1,800/mo","320 Fort Duquesne Blvd Unit 4E, Pittsburgh, PA 15222",1 bed,1.5 baths,"1,140",Parking,(412) 471-4900,https://ssl.cdn-redfin.com/photo/rent/c9eb8b86-3484-4b4e-9604-bb4cedbf4b8a/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-4E/home/74533095
"$1,125/mo","778 Locust Ridge Dr, Pittsburgh, PA 15209",2 beds,1 bath,—,A/C,(412) 821-3355,https://ssl.cdn-redfin.com/photo/rent/6999bb9d-5127-42a5-9a3d-129f85039f1b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/778-Locust-Ridge-Dr-15209/home/73516964
"$2,400/mo","52 S 18th St, Pittsburgh, PA 15203",3 beds,1.5 baths,"1,850",Laundry in unit,(724) 317-7890,https://ssl.cdn-redfin.com/photo/rent/5c71c216-6060-49c6-81e0-069f294a3a4a/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/52-S-18th-St-15203/home/74478136
"$2,275/mo","106 Oesterle Ln, Pittsburgh, PA 15214",3 beds,2 baths,"1,781",Pets welcome,(888) 659-9596,https://ssl.cdn-redfin.com/photo/rent/724a0087-4e47-405d-8997-33e04468faa9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/106-Oesterle-Ln-15214/home/73544542
"$1,200/mo","3220 Hardie Way, Pittsburgh, PA 15213",2 beds,1 bath,"1,000",Somewhat walkable,(724) 809-4307,https://ssl.cdn-redfin.com/photo/rent/9adf1e20-e025-412b-8fcf-c6577e1f0123/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3220-Hardie-Way-15213/home/74577507
"$2,350/mo","1655 Beechwood Blvd, Pittsburgh, PA 15217",4 beds,2 baths,"2,027",Pets welcome,(412) 521-2222,https://ssl.cdn-redfin.com/photo/rent/cc0105df-f051-4c80-a5e9-fcd3f0f5852b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1655-Beechwood-Blvd-15217/home/74477190
"$2,600/mo","6632 Wilkins Ave, Pittsburgh, PA 15217",4 beds,2 baths,"1,680",Laundry in unit,(724) 934-3400,https://ssl.cdn-redfin.com/photo/rent/9d5690bb-9ad5-4be1-8eda-f71512ef9e5d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/6632-Wilkins-Ave-15217/home/74476242
"$2,500/mo","144 Ruth St, Pittsburgh, PA 15211",5 beds,2 baths,"1,895",Pets welcome,(412) 440-8939,https://ssl.cdn-redfin.com/photo/rent/1e58144b-f936-4863-8976-153febcf87e8/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/144-Ruth-St-15211/home/73544047
"$1,800/mo","327 Meyran Ave Unit 1, Pittsburgh, PA 15213",2 beds,1 bath,—,A/C,(412) 915-0856,https://ssl.cdn-redfin.com/photo/rent/7cabe41b-cf54-4036-941d-2f4e289a239d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/327-Meyran-Ave-15213/unit-1/apartment/193000418
"$2,950/mo","151 Fort Pitt Blvd #1106, Pittsburgh, PA 15222",2 beds,1.5 baths,"1,434",Laundry in unit,(412) 561-7400,https://ssl.cdn-redfin.com/photo/rent/f62ea938-4d81-46c2-87d2-7042fe589363/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/151-Fort-Pitt-Blvd-15222/unit-1106/home/73515112
"$2,550/mo","1107 Sarah St, Pittsburgh, PA 15203",3 beds,2 baths,—,Parking,(412) 264-8300,https://ssl.cdn-redfin.com/photo/rent/51ccb32a-83ba-4cd5-a1e0-c3eca230cae0/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/1107-Sarah-St-15203/home/73504125
"$3,000/mo","151 Meadow St, East Liberty, PA 15206",3 beds,3 baths,"1,658",Laundry in unit,(412) 521-2222,https://ssl.cdn-redfin.com/photo/rent/e40eedca-de30-4d73-953b-db5d94ba145a/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/East-Liberty/151-Meadow-St-15206/home/74474345
"$1,845/mo","5735 Howe St, Pittsburgh, PA 15232",2 beds,2 baths,—,Very walkable,(412) 631-3100,https://ssl.cdn-redfin.com/photo/rent/4bcc5481-9313-4674-8657-69bd97d73b0c/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5735-Howe-St-15232/home/184127281
"$2,200/mo","149 Meadow St, East Liberty, PA 15206",3 beds,3 baths,—,Very walkable,(412) 431-1718,https://ssl.cdn-redfin.com/photo/rent/641715bc-5d5e-439c-9b81-f2b2a41c01b6/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/East-Liberty/149-Meadow-St-15206/home/74474343
"$1,595/mo","40 Sharon St, Pittsburgh, PA 15210",3 beds,1 bath,"1,320",Pets welcome,(888) 659-9596,https://ssl.cdn-redfin.com/photo/rent/80371490-c2e9-45a7-b8c0-ceee5d35ec87/islphoto/genIsl.0_6.jpg,https://www.redfin.com/PA/Pittsburgh/40-Sharon-St-15210/home/73543450
"$1,450/mo","140 Carver St, Pittsburgh, PA 15206",3 beds,1 bath,—,Dishwasher,(412) 361-8290,https://ssl.cdn-redfin.com/photo/rent/f12eb56c-a193-42b5-9870-0bc1687399e9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/140-Carver-St-15206/home/74474262
"$1,750/mo","723 Presque Isle Dr, Pittsburgh, PA 15239",4 beds,2 baths,"2,412",Car-dependent,(800) 963-1280,https://ssl.cdn-redfin.com/photo/rent/bb4794a2-6edd-4b57-a35d-d552fb804526/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/723-Presque-Isle-Dr-15239/home/73518061
"$1,495/mo","6615 Jackson St, Pittsburgh, PA 15206",3 beds,1 bath,"1,200",Car-dependent,(724) 744-1777,https://ssl.cdn-redfin.com/photo/rent/1ae72240-feef-444a-8460-3e62d3d5e1b8/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/6615-Jackson-St-15206/home/74472580
"$1,495/mo","2111 Spring St, Pittsburgh, PA 15210",3 beds,2 baths,"1,500",Dogs welcome,(724) 884-6076,https://ssl.cdn-redfin.com/photo/rent/710e8164-9f9c-4d79-8ecc-570963c26e33/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2111-Spring-St-15210/home/73543265
"$1,910/mo","1432 Park Blvd, Pittsburgh, PA 15216",3 beds,1 bath,"1,243",Pets welcome,(888) 659-9596,https://ssl.cdn-redfin.com/photo/rent/ef006966-b2f7-45bd-a99b-9f1e2a7a0636/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/1432-Park-Blvd-15216/home/73511303
"$3,000/mo","414 McKee Pl Unit 2, Pittsburgh, PA 15213",4 beds,2 baths,—,N/A,(412) 567-3945,https://ssl.cdn-redfin.com/photo/rent/2fd4784a-e5dc-40d9-9012-f8c09b4eefb6/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/414-McKee-Pl-15213/unit-2/apartment/193000163
"$2,350/mo","1019 Winterton St, Pittsburgh, PA 15206",3 beds,2.5 baths,—,Somewhat walkable,(412) 567-8345,https://ssl.cdn-redfin.com/photo/rent/cd4096c6-1c98-44e1-897d-46b4cdf5e110/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1019-Winterton-St-15206/home/74472512
"$1,475/mo","115 Emerson Ave, Pittsburgh, PA 15215",2 beds,1 bath,—,Very walkable,(412) 609-5063,https://ssl.cdn-redfin.com/photo/rent/7b3360b6-a9f9-4a61-885f-1336fb7361ce/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/115-Emerson-Ave-15215/apartment/74471535
"$3,150/mo","525 S Lang Ave, Pittsburgh, PA 15208",4 beds,1.5 baths,"1,820",Pets welcome,(412) 307-7394,https://ssl.cdn-redfin.com/photo/rent/dca452ea-4513-40cf-9075-9ea9491ad2e0/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/525-S-Lang-Ave-15208/home/73541903
"$2,100/mo","3303 Juliet St Unit 2, Pittsburgh, PA 15213",3 beds,1 bath,—,N/A,(412) 915-0856,https://ssl.cdn-redfin.com/photo/rent/35ba1427-93bc-46b7-9586-533a433d72c6/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3303-Juliet-St-15213/unit-2/apartment/193000002
"$2,450/mo","4606 Allied Way, Pittsburgh, PA 15201",2 beds,2 baths,960,Pets welcome,(412) 487-3200,https://ssl.cdn-redfin.com/photo/rent/cf5e0c2e-5f15-4f83-8575-42847cbe4e20/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/4606-Allied-Way-15201/home/74467145
"$3,600/mo","2519 Allequippa St, Pittsburgh, PA 15213",5 beds,2 baths,—,A/C,(412) 567-3945,https://ssl.cdn-redfin.com/photo/rent/c271a8f4-d6de-4a4f-ba35-4abf8d23b493/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2519-Allequippa-St-15213/home/74465968
"$1,250/mo","1707 Locust St, Pittsburgh, PA 15219",2 beds,1 bath,—,Pets welcome,(412) 262-4630,https://ssl.cdn-redfin.com/photo/rent/a675223c-236d-4af2-a6ec-ce639efc1ff8/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/1707-Locust-St-15219/home/73541001
"$1,600/mo","3329 Ward St Unit 2, Pittsburgh, PA 15213",2 beds,1 bath,—,N/A,(412) 915-0856,https://ssl.cdn-redfin.com/photo/rent/c8efd388-8f94-47fe-8555-7fd3ad8ee6cb/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3329-Ward-St-15213/unit-2/apartment/192999769
"$1,250/mo","93 Briggs St, Pittsburgh, PA 15234",3 beds,2 baths,"1,120",Pets welcome,(412) 385-2300,https://ssl.cdn-redfin.com/photo/rent/82b10af3-bf8e-4435-b957-0c4099e6a42b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/93-Briggs-St-15234/home/73511181
"$1,295/mo","410 Hays Ave, Pittsburgh, PA 15210",4 beds,2 baths,"2,060",Very walkable,(412) 407-2305,https://ssl.cdn-redfin.com/photo/rent/48f4f791-ec72-47c5-9d4e-200c3852a518/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/410-Hays-Ave-15210/home/73502125
"$1,850/mo","71 Woody Crest Dr, Pittsburgh, PA 15234",3 beds,3 baths,"1,600",Pets welcome,(415) 529-0048,https://ssl.cdn-redfin.com/photo/rent/afbb98dd-fa8a-45ca-a521-977d9aa70d55/islphoto/genIsl.3_2.jpg,https://www.redfin.com/PA/Pittsburgh/71-Woody-Crest-Dr-15234/home/73497873
"$1,495/mo","811 Killarney Dr, Castle Shannon, PA 15234",3 beds,1 bath,"1,075",Laundry in unit,(954) 245-9208,https://ssl.cdn-redfin.com/photo/rent/0384d673-a655-4447-8afd-009683278014/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Castle-Shannon/811-Killarney-Dr-15234/home/148032736
"$1,175/mo","108 Locust Ridge Dr, Pittsburgh, PA 15209",2 beds,1 bath,—,A/C,(412) 821-3355,https://ssl.cdn-redfin.com/photo/rent/4d1110b2-58f2-434b-8a2e-d3df8f3a26f3/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/108-Locust-Ridge-Dr-15209/home/74465362
"$2,000/mo","27 Bonvue St, Pittsburgh, PA 15214",4 beds,2 baths,"1,707",A/C,(412) 330-9755,https://ssl.cdn-redfin.com/photo/rent/b8c9e939-b19e-4a18-ae4b-86869debefd2/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/27-Bonvue-St-15214/home/74463116
