Name,Type,Price,Neighborhood,Address,Latitude,Longitude,Bedrooms,Bathrooms,Sq. Footage,Rent Period,Laundry,Parking,Image Link,Link to Listing
SPACIOUS LIVING!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,390",Pittsburgh,"128 N Craig St, Oakland, PA 15213",40.444000,-79.955200,1,1,1090,monthly,laundry in bldg,attached garage,https://images.craigslist.org/01616_6W46w2zeLsl_0hv0bG_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-living/7785129345.html
Just What you have been looking For!!!!😍😍😍 - apts/housing for rent - apartment rent - craigslist,Apartment,$799,Coraopolis,"199 Rosemont Drive, Coraopolis, PA 15108",40.509153,-80.227224,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00J0J_2iUz6o6v0v4_0jm0cU_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-just-what-you-have-been/7791641249.html
This Fall Special is the One!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$799,Coraopolis,"199 Rosemont Drive, Coraopolis, PA 15108",40.509153,-80.227224,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00j0j_2EZIHyYrBTG_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-this-fall-special-is-the-one/7791641103.html
"Wonderful, Warm, and Well-situated Wellington Square Apartments - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,025",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00f0f_guCOdakNsXW_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-wonderful-warm-and-well/7791640959.html
"Rooftop Ice Rink, Bike Storage, Music Room - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,908",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,1,1,715,monthly,laundry in bldg,attached garage,https://images.craigslist.org/00K0K_iwenyPufoyJ_0qs0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-rooftop-ice-rink-bike/7791640858.html
We are Just a Phone Call Away for your new HOME - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,025",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01717_3aqioCMLp9q_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-we-are-just-phone-call-away/7791640819.html
This is it!!! The One YOU are 😍Looking For!!📞🚚👀 - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,099",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00808_jGcx66xAsPk_0lM0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-this-is-it-the-one-you-are/7791640739.html
Just What You are👀👀 Looking For!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,099",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00F0F_kkz1T0Tggdx_0wg0oc_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-just-what-you-are-looking/7791640497.html
"Pet Friendly, Dog Park, Swimming Pool, 1 Bed 1 Bath in Moon - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,365",Coraopolis,"916 Beaver Grade Road, Moon Township, PA 15108",40.500000,-80.199600,1,1,750,monthly,w/d in unit,carport,https://images.craigslist.org/00505_jnX2Ma5K5eS_0uY0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-pet-friendly-dog-park/7790827135.html
ONE BEDROOM IN SQUIRREL HILL - apts/housing for rent - apartment rent - craigslist,Apartment,$925,N/A,N/A,40.418380,-79.923297,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00n0n_2MqO9OsSEMQ_0jm0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/one-bedroom-in-squirrel-hill/7791615006.html
Great Price on a Great Place!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$835,Coraopolis,"284 Moon Clinton Road, Moon Twp, PA 15108",40.500000,-80.199600,1,1,650,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00J0J_xkvsNBCaYl_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-great-price-on-great-place/7791637522.html
Get a Saturday Tour....Call - apts/housing for rent - apartment rent - craigslist,Apartment,$835,Coraopolis,"284 Moon Clinton Road, Moon Twp, PA 15108",40.500000,-80.199600,1,1,650,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01717_6iqgGPQmgVI_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-get-saturday-tourcall/7791637290.html
Fabulous Lawrenceville 2 BR! Washer & Dryer In Unit and MORE! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,760",Pittsburgh,"263 37th Street, Pittsburgh, PA 15201",40.464808,-79.962754,2,1,950,monthly,w/d in unit,street parking,https://images.craigslist.org/00y0y_bVuAQVisbBf_06y04m_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fabulous-lawrenceville-br/7791637165.html
very Spacious and plenty of 😎Natural Light - apts/housing for rent - apartment rent - craigslist,Apartment,$749,Coraopolis,"285 Moon Clinton Rd, Moon Twp, PA 15108",40.512823,-80.231443,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00q0q_fxarZiDiQyF_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-very-spacious-and-plenty-of/7791636882.html
This Place is like no other👀😊 - apts/housing for rent - apartment rent - craigslist,Apartment,$749,Coraopolis,"285 Moon Clinton Rd, Moon Twp, PA 15108",40.512823,-80.231443,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00q0q_gaDYibg2tWT_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-this-place-is-like-no-other/7791636582.html
"Great Price💰, Even Better Apartment!😍 - apts/housing for rent - apartment rent - craigslist",Apartment,$940,Pittsburgh,"501 Mifflin Ave, Pittsburgh, PA 15221",40.441268,-79.893172,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00t0t_hA2WVAuTtmM_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-price-even-better/7791636245.html
✔️✔️✔️CHECK OUT THIS AMAZING PLACE!!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$940,Pittsburgh,"501 Mifflin Ave, Pittsburgh, PA 15221",40.441268,-79.893172,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01313_cXDD8zv36py_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-check-out-this-amazing-place/7791635986.html
A Private balcony🍂😍 and SOOOOO much More!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$949,Pittsburgh,"530 Kelly Ave, Pittsburgh, PA 15221",40.440808,-79.890052,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00E0E_kuoS9Y64SSv_0jm0cU_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-private-balcony-and-sooooo/7791635806.html
"Central A/C, Community Room, 3/BD - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,372",Hunker,"117 Huntingdon Village Dr, Hunker, PA 15639",40.189994,-79.599803,3,2,1246,monthly,laundry on site,off-street parking,https://images.craigslist.org/00202_by4axOU5gN4_09i06I_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/hunker-central-c-community-room-bd/7791635731.html
Victorian House - apts/housing for rent - apartment rent - craigslist,House,"$1,800",Uniontown,"53 Wilson Avenue, Uniontown, PA 15401",39.897408,-79.719374,3,3,N/A,monthly,w/d in unit,off-street parking,https://images.craigslist.org/00B0B_5Rio4l8mvl1_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/uniontown-victorian-house/7791611927.html
3 bdrm full rehab - apts/housing for rent - apartment rent - craigslist,House,"$1,500",Braddock,"Lobinger, n braddock, PA 15104",40.412521,-79.869121,3,1,1532,monthly,w/d hookups,street parking,No image available,https://pittsburgh.craigslist.org/apa/d/braddock-bdrm-full-rehab/7791634466.html
So Updated and Modern...Call📞 For a Tour - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,760",Pittsburgh,"263 37th Street, Pittsburgh, PA 15201",40.464808,-79.962754,2,1,N/A,monthly,w/d in unit,street parking,https://images.craigslist.org/00L0L_ibWJWJ1pVZL_06y04m_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-so-updated-and-moderncall/7791633877.html
Large 2br on Alderson St- Available NOW - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,265",Pittsburgh,N/A,40.430800,-79.920500,2,1,N/A,monthly,laundry on site,street parking,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-2br-on-alderson-st/7789999341.html
Heat 🔥is Included...One less Bill To PAY - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,159",Pittsburgh,"267 South Winebiddle Street, Pittsburgh, PA 15224",40.463086,-79.943208,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01414_4krxN1PG2rY_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-is-includedone-less/7791633512.html
Live at KELLY STREET APARTMENTS - apts/housing for rent - apartment rent - craigslist,Apartment,$949,Pittsburgh,"530 Kelly Ave, Pittsburgh, PA 15221",40.440808,-79.890052,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00404_iSkXCxtLkaO_0jm0cU_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-live-at-kelly-street/7791633049.html
Easy to Find....AND Many Updates - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,000",Pittsburgh,"1036 S Braddock AVE, Pittsburgh, PA 15218",40.423700,-79.890000,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00h0h_iVUOK9A9xf0_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-easy-to-findand-many-updates/7791632478.html
"Incredible Amenities, Laundry On Site, Linen Closets - apts/housing for rent - apartment rent - craigslist",Apartment,$505,Pittsburgh,"255 East Ohio Street, Pittsburgh, PA 15212",40.452119,-80.003016,N/A,1,426,monthly,laundry on site,off-street parking,https://images.craigslist.org/00707_cE8ZxjMHSC8_0ac07F_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-incredible-amenities-laundry/7791623703.html
Sooo Close to Frick Park....enjoy the WALK - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,000",Pittsburgh,"1036 S Braddock AVE, Pittsburgh, PA 15218",40.423700,-79.890000,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00707_l4MdFbur1Jv_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-sooo-close-to-frick/7791632161.html
Amazing Duplex with a Private Porch and a Back Yard - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,350",Pittsburgh,"306 Barnes Ave, Pittsburgh, PA 15221",40.435996,-79.888518,3,1,N/A,monthly,w/d in unit,street parking,https://images.craigslist.org/00o0o_43jVjnl2kgo_06c04E_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-amazing-duplex-with-private/7791632067.html
Love Hardwood Floors??? Laundry in Duplex and a Private Porch - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,350",Pittsburgh,"306 Barnes Ave, Pittsburgh, PA 15221",40.435996,-79.888518,3,1,N/A,monthly,laundry on site,street parking,https://images.craigslist.org/00I0I_3E2CqY1Gha6_06c04E_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-love-hardwood-floors-laundry/7791631959.html
Check Out This Awesome Place😍😍😍 - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,249",Pittsburgh,"267 South Winebiddle Street, Pittsburgh, PA 15224",40.463086,-79.943208,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00U0U_e8Ag8VqmEwm_0lh0cW_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-check-out-this-awesome-place/7791631390.html
We are open Monday through Saturday! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,249",Pittsburgh,"273 South Winebiddle Street, Pittsburgh, PA 15224",40.462952,-79.943220,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00404_5OuDt8CohzV_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-we-are-open-monday-through/7791631295.html
Looking for a Studio ????? - apts/housing for rent - apartment rent - craigslist,Apartment,$989,Pittsburgh,"273 South Winebiddle Street, Pittsburgh, PA 15224",40.462952,-79.943220,N/A,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00r0r_1n2lgBuvK6T_1320MM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-looking-for-studio/7791631197.html
One Less Winter Bill to Pay.....🔥🔥🔥Heat Included - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,249",Pittsburgh,"267 South Winebiddle Street, Pittsburgh, PA 15224",40.463086,-79.943208,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00303_9mR5zg3kSof_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-one-less-winter-bill-to/7791631067.html
This apartment is puuurfect for you!🐈😻🐈‍⬛ - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,159",Pittsburgh,"267 South Winebiddle Street, Pittsburgh, PA 15224",40.463086,-79.943208,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00E0E_cFjYOC08iH6_0zy0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-apartment-is-puuurfect/7791630976.html
"1BD 1BA, Pet Friendly, Pittsburgh PA - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,500",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.447700,-79.993300,1,1,580,monthly,w/d in unit,attached garage,https://images.craigslist.org/00r0r_b4d5vDqNogm_0uY0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1bd-1ba-pet-friendly/7790410018.html
"Pets Allowed, Package Receiving, Off Street Parking - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,259",Pittsburgh,"401 Abbeyville Rd, Pittsburgh, PA 15228",40.350699,-80.048058,1,1,780,monthly,no laundry on site,off-street parking,https://images.craigslist.org/00k0k_bslu9KupBBx_0d408I_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pets-allowed-package/7788528567.html
✨UNIQUE Callowhill Apartments - apts/housing for rent - apartment rent - craigslist,Apartment,$989,Pittsburgh,"5816 Callowhill Street, Pittsburgh, PA 15206",40.477603,-79.919910,N/A,1,N/A,monthly,no laundry on site,street parking,https://images.craigslist.org/00u0u_8gRe424polY_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-unique-callowhill-apartments/7791629141.html
2nd Month Free....Call Before this Special is OVER!!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,349",Pittsburgh,"5700 Bryant Street, Pittsburgh, PA 15206",40.476468,-79.921973,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01414_jQtsGQvmucb_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2nd-month-freecall-before/7791628780.html
We have an AFFORDABLE💲APARTMENT 🔑 for YOU 🤩 - apts/housing for rent - apartment rent - craigslist,Apartment,$780,Pittsburgh,"1635 Ardmore Blvd, Forest Hills, PA 15221",40.428797,-79.863198,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00Q0Q_idaLw3ahPLM_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-we-have-an/7791628504.html
Wonderful Location....Wonderful Place - apts/housing for rent - apartment rent - craigslist,Apartment,$780,Pittsburgh,"1635 Ardmore Blvd, Forest Hills, PA 15221",40.428797,-79.863198,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00Q0Q_axnLcxvkQat_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-wonderful-locationwonderful/7791627914.html
Fall In LOVE ❤️ With LAUREL GARDENS 🌳 Call TODAY! ☎️ - apts/housing for rent - apartment rent - craigslist,Apartment,$875,Pittsburgh,"1635 Ardmore Blvd, Forest Hills, PA 15221",40.428797,-79.863198,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00C0C_dCE549ZftPC_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fall-in-love-with-laurel/7791627731.html
Easy Commute🚗 to Downtown Pittsburgh - apts/housing for rent - apartment rent - craigslist,Apartment,$875,Pittsburgh,"1635 Ardmore Blvd, Forest Hills, PA 15221",40.428797,-79.863198,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01515_tqX3qfJeqo_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-easy-commute-to-downtown/7791627624.html
Just 30 Minutes to Downtown🏢🏨 Pittsburgh!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$725,North Versailles,"1345 Walnut St, North Versailles, PA 15137",40.374530,-79.799077,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00p0p_69MpopS0nEe_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/north-versailles-just-30-minutes-to/7791627312.html
BRYANT LOFTS 😉Fall Special...2nd Month Free - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,349",Pittsburgh,"5700 Bryant Street, Pittsburgh, PA 15206",40.476468,-79.921973,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00o0o_dHPaZ2OJzMP_1320MM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bryant-lofts-fall-special2nd/7791627149.html
2nd Month Free.....Taking Applications NOW!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,349",Pittsburgh,"5700 Bryant Street, Pittsburgh, PA 15206",40.476468,-79.921973,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00101_8TYEetDgrjD_1320MM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2nd-month-freetaking/7791627040.html
1 month Free Rent....📞Call For a TOUR!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,349",Pittsburgh,"5700 Bryant Street, Pittsburgh, PA 15206",40.476468,-79.921973,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00p0p_a3JqJ6i5U1L_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-month-free-rentcall-for-tour/7791626907.html
Save Some Cash For the Holidays....2nd Month Free!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,349",Pittsburgh,"5700 Bryant Street, Pittsburgh, PA 15206",40.476468,-79.921973,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00O0O_YBlsW3aBOy_1320MM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-save-some-cash-for-the/7791626792.html
Walking Distance to Grocery...Shopping and Dining!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,199",Pittsburgh,"5722 Baum Boulevard, Pittsburgh, PA 15206",40.458568,-79.933273,1,1,N/A,monthly,laundry on site,street parking,https://images.craigslist.org/00j0j_8Nc69BS8mvj_0aU0f5_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walking-distance-to/7791626611.html
"Renovated One Bedroom, Original Hardwood Floors, New Windows - apts/housing for rent - apartment rent - craigslist",Apartment,$899,Pittsburgh,"Wood Street, Pittsburgh, PA 15221",40.441832,-79.885551,1,1,580,monthly,laundry on site,street parking,https://images.craigslist.org/00E0E_akrsAHb3eOJ_0wg0lv_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-renovated-one-bedroom/7786005786.html
"Lease Today, Laundry Care Center, Walk In Closets - apts/housing for rent - apartment rent - craigslist",Apartment,$585,Pittsburgh,"255 East Ohio Street, Pittsburgh, PA 15212",40.452119,-80.003016,1,1,560,monthly,laundry on site,off-street parking,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-lease-today-laundry-care/7791624038.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bike-share-onsite-zipcar/7788736583.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-perfect-location-walk-in/7791624162.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-stylish-features-near-parks/7791623917.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-located-in-pittsburgh-2bd/7788755091.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-leasing-now-linen-closets/7791623810.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-renovated-and-waiting-for/7791623682.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shady-side-luxurious-2bed/7791623451.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-location-is-the-key/7791623383.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/duquesne-ideal-location-clothes-care/7791623297.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fall-specialcall-before-this/7791623170.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-calltourapplymove-into-your/7791622629.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/carnegie-laundry-suites-elevator/7791622583.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/north-versailles-see-yourself-living/7791621784.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/north-versailles-comfy-and-cozy-just/7791621683.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/north-versailles-what-deal-call-for/7791621280.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/east-mc-keesport-what-find-call-for/7791620914.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/east-mc-keesport-imagine-cooking-in/7791620680.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-open-concept-floorplans/7791620667.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/south-park-make-this-stunning-br-your/7791619934.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/south-park-make-this-apartment-your-new/7791619842.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/south-park-make-this-stunning-br-your/7791619760.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/monaca-great-locationeven-better/7791619637.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/monaca-available-for-november-move-in/7791619459.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/monaca-pick-up-the-phone-before-this-is/7791618978.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/monaca-today-is-the-day-call-to/7791618069.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/monaca-sooo-much-spaceplenty-of-closets/7791617872.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/east-mc-keesport-br-for-this-price-call/7791617565.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/wilmerding-what-deal-call-for-tour-today/7791617334.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/wilmerding-this-cute-and-cozy-apartment/7791617112.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/wilmerding-call-before-this-rare/7791616932.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/wilmerding-dont-let-this-1br-with-view/7791616819.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/south-park-awesome-br/7791616731.html
blocked,Apartment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No image available,https://pittsburgh.craigslist.org/apa/d/south-park-call-now-move-in-asap/7791616632.html
